"sid","Name","HasLaterality"
"13140","Administration of Meningococcus vaccine ",NULL
"13141","V-Y operation of lip ",NULL
"13142","V-Y operation for ectropion ",NULL
"13143","V-Y operation of skin and subcutaneous tissue without skin graft ",NULL
"13144","V-Y gastroplasty ",NULL
"13145","Local muscle subcutaneous V-Y flap ",NULL
"13146","Local subcutaneous pedicled V-Y flap ",NULL
"13147","Local subcutaneous pedicle V-Y flap, myocutaneous ",NULL
"13148","Wassermann reaction ",NULL
"13149","Intracarotid amobarbital test ",NULL
"13150","Distal splenorenal anastomosis ",NULL
"13151","Wayson stain ",NULL
"13152","Wade-Fite stain method ",NULL
"13153","Advancement of tendon profundus ",NULL
"13154","Syringing ear to remove wax ",NULL
"13155","Creation of shunt of ascending aorta to pulmonary artery ",NULL
"13156","Intelligence test/WAIS ",NULL
"13157","Assessment using Western Aphasia Battery Revised ",NULL
"13158","Insertion of occlusal wafer ",NULL
"13159","Implantation of carmustine wafer into cerebrum ",NULL
"13160","Measurement of circumference of waist ",NULL
"13161","Intraoperative wake-up test ",NULL
"13162","Arthroplasty of knee with constrained prosthesis ",NULL
"13163","Walnut (pollen) RAST ",NULL
"13164","Use of walker education ",NULL
"13165","Simple walk test ",NULL
"13166","Walking exercise test ",NULL
"13167","Reinforcement of education on use of walker ",NULL
"13168","Abdominal wall procedure ",NULL
"13169","Wandering precautions ",NULL
"13170","Wandering control assessment ",NULL
"13171","Wandering control education ",NULL
"13172","Wandering control management ",NULL
"13173","Wardill operation, cleft palate repair ",NULL
"13174","Admission to ward ",NULL
"13175","Discharge to ward ",NULL
"13176","Warfarin measurement ",NULL
"13177","Removal of wart ",NULL
"13178","Warfarin therapy ",NULL
"13179","Warfarin control test ",NULL
"13180","Ligation of wart ",NULL
"13181","Discharge from ward ",NULL
"13182","Irrigation of joint cavity ",NULL
"13183","Stoma irrigation ",NULL
"13184","Endoscopy and washing ",NULL
"13185","Irrigation of pharynx ",NULL
"13186","Assessment using Waterlow pressure ulcer risk scale ",NULL
"13187","Take-down of Waterston shunt ",NULL
"13188","Biopsy using Watson capsule ",NULL
"13189","Porphobilinogen measurement, qualitative, urine ",NULL
"13190","Water analysis ",NULL
"13191","Short wave diathermy ",NULL
"13192","Wavefront-guided laser assisted in situ keratomileusis ",NULL
"13193","Check artificial pacemaker for waveform artifact ",NULL
"13194","F-wave recording ",NULL
"13195","Extracorporeal shock wave therapy ",NULL
"13196","Short wave diathermy to hand ",NULL
"13197","Short wave diathermy to foot ",NULL
"13198","Waxoline blue stain method ",NULL
"13199","Wax treatment ",NULL
"13200","Removal of ear wax ",NULL
"13201","Ear wax removal management ",NULL
"13202","Ear wax removal education ",NULL
"13203","Ear wax removal assessment ",NULL
"13204","Diagnostic wax-up of teeth ",NULL
"13205","Wax bandage treatment ",NULL
"13206","Urease test, Wayne method ",NULL
"13207","Whole blood clotting time procedure ",NULL
"13208","Intelligence test/WB2 ",NULL
"13209","Intelligence test/WB1 ",NULL
"13210","White blood cell count ",NULL
"13211","WBC enzyme determination ",NULL
"13212","Blood (WBC) screen for I cell disease ",NULL
"13213","Blood (WBC) screen for a-mannosidosis ",NULL
"13214","Blood (WBC) screen for b-mannosidosis ",NULL
"13215","Blood (WBC) screen for metachromatic leukodystrophy ",NULL
"13216","Assessment using Modified Wisconsin Card Sorting Test ",NULL
"13217","Child examination ",NULL
"13218","Weighing patient ",NULL
"13219","Weekend visit ",NULL
"13220","Wertheim operation ",NULL
"13221","Weil osteotomy ",NULL
"13222","Sedimentation rate, Westergren ",NULL
"13223","Weighed dietary intake assessment ",NULL
"13224","Weil's disease prophylaxis ",NULL
"13225","Infant weaning education ",NULL
"13226","Provision of wearable defibrillation system ",NULL
"13227","Referral to weatherization assistance program ",NULL
"13228","Assistance with application for weatherization assistance program ",NULL
"13229","Education about weatherization assistance program ",NULL
"13230","Evaluation of eligibility for weatherization assistance program ",NULL
"13231","Repair for facial weakness ",NULL
"13232","Weaning from mechanically assisted ventilation ",NULL
"13233","Calculation of weaning parameters ",NULL
"13234","Weaning from noninvasive ventilation ",NULL
"13235","Release of webbing of neck ",NULL
"13236","Excision of duodenal web ",NULL
"13237","Division of web of larynx ",NULL
"13238","Pharyngeal web division ",NULL
"13239","Division of congenital web of larynx ",NULL
"13240","Division of congenital web of pharynx ",NULL
"13241","Intelligence test/Wechsler Intelligence Scale for Children ",NULL
"13242","Psychologic test, Wechsler memory scale ",NULL
"13243","Assessment using WOLD (Wechsler Objective Language Dimensions) test ",NULL
"13244","Wedging of cast ",NULL
"13245","Wedging of clubfoot cast ",NULL
"13246","Wedge excision of breast ",NULL
"13247","Wedge resection of skin ",NULL
"13248","Excision of wedge of nail ",NULL
"13249","Wedge excision of lung ",NULL
"13250","Wedge biopsy of lung ",NULL
"13251","Wedge biopsy of kidney ",NULL
"13252","Grain weevil RAST ",NULL
"13253","Weed pollen RAST ",NULL
"13254","Antenatal 24 week examination ",NULL
"13255","Antenatal 30 week examination ",NULL
"13256","Antenatal 20 week examination ",NULL
"13257","Child 8 week examination ",NULL
"13258","Antenatal 40 week examination ",NULL
"13259","Antenatal 39 week examination ",NULL
"13260","Child examination - 2 weeks ",NULL
"13261","Urinary pad weighing ",NULL
"13262","Measurement of weight of calculus ",NULL
"13263","Wellness case management ",NULL
"13264","Annual wellness visit ",NULL
"13265","Wellness health education, guidance, and counseling ",NULL
"13266","Well person screening ",NULL
"13267","Assessment using Therapy Outcome Measure wellbeing scale ",NULL
"13268","Assessment using Therapy Outcome Measure carer wellbeing scale ",NULL
"13269","Well men screening ",NULL
"13270","Assessment using Wepman Auditory Discrimination Test Second Edition ",NULL
"13271","Assessment using Westley croup score ",NULL
"13272","Assessment using Westmead home safety assessment ",NULL
"13273","Assessment using Westmead Post-Traumatic Amnesia scale ",NULL
"13274","Western blot assay ",NULL
"13275","HIV-1 Western blot assay ",NULL
"13276","Cycloplegic refraction ",NULL
"13277","Microbial wet smear ",NULL
"13278","Microbial wet smear for fungus ",NULL
"13279","Microbial wet smear, tease preparation ",NULL
"13280","Microbiologic smear with interpretation, wet mount with simple stain ",NULL
"13281","Microbiologic smear with interpretation, wet and dry mount, for ova and parasites ",NULL
"13282","Whole genome sequencing ",NULL
"13283","Whitaker test ",NULL
"13284","Whiskey stimulation test ",NULL
"13285","Whitefish RAST ",NULL
"13286","Whey RAST ",NULL
"13287","Dilation of Wharton's duct ",NULL
"13288","Checking fit of appliance ",NULL
"13289","Wheelchair education ",NULL
"13290","Sheep whey RAST ",NULL
"13291","Provision of wheelchair ",NULL
"13292","Wheelchair tolerance assessment ",NULL
"13293","Acetabuloplasty, Whitman type procedure ",NULL
"13294","Whitehead operation, radical glossectomy ",NULL
"13295","Lengthening of tendo calcaneus by incomplete tenotomy ",NULL
"13296","Insulinoma prolonged fasting test ",NULL
"13297","Assessment using World Health Organization Disability Assessment Schedule 2.0 ",NULL
"13298","Transfusion of whole blood ",NULL
"13299","MRI of whole body ",NULL
"13300","CT of whole spine ",NULL
"13301","Notification of whooping cough ",NULL
"13302","Fluoroscopy of whole spine ",NULL
"13303","Whole organ pancreatic transplant ",NULL
"13304","Reattachment of extremity at thigh ",NULL
"13305","Closure by wire ",NULL
"13306","Widal test ",NULL
"13307","Willow RAST ",NULL
"13308","Repair of pancreatic duct ",NULL
"13309","Provision of wireless ",NULL
"13310","Windowing of cast ",NULL
"13311","Willeford test battery ",NULL
"13312","Wigand's obstetrical version ",NULL
"13313","Sedimentation rate, Wintrobe ",NULL
"13314","Stereotests - Wirt ",NULL
"13315","Referral to Special Supplemental Nutrition Program for Women, Infants and Children ",NULL
"13316","Education about Special Supplement Nutrition Program for Women, Infants and Children ",NULL
"13317","Referral to Farmers' Market Nutrition Program for Women, Infants and Children ",NULL
"13318","Assistance with application for Special Supplemental Nutrition Program for Women, Infants and Children ",NULL
"13319","Evaluation of eligibility for Special Supplemental Nutrition Program for Women, Infants and Children ",NULL
"13320","Assistance with application for Farmers' Market Nutrition Program for Women, Infants and Children ",NULL
"13321","Evaluation of eligibility for Farmers' Market Nutrition Program for Women, Infants and Children ",NULL
"13322","Modified Widman flap ",NULL
"13323","Wide excision ",NULL
"13324","Modified Widman flap with osseous surgery ",NULL
"13325","Hemoglobin distribution, width determination ",NULL
"13326","Wide excision of muscle tissue ",NULL
"13327","Wide excision of skin lesion ",NULL
"13328","Excision of lesion of lip by wide excision ",NULL
"13329","Wigand-Martin maneuver ",NULL
"13330","Assessment using Wiig CRIL (Criterion Referenced Inventory of Language) ",NULL
"13331","Wilson test ",NULL
"13332","Bilateral diversion of parotid ducts ",NULL
"13333","Assessment using Mount Wilga High Level Language Test ",NULL
"13334","Anastomosis of circle of Willis ",NULL
"13335","Reconstruction of circle of Willis ",NULL
"13336","Embolization of circle of Willis ",NULL
"13337","Arteriography of circle of Willis ",NULL
"13338","Open embolization of circle of Willis ",NULL
"13339","Winograd partial excision of nail plate ",NULL
"13340","Wind-up test ",NULL
"13341","Construction of window ",NULL
"13342","Surgical closure of window ",NULL
"13343","Repair of oval and round windows ",NULL
"13344","Preparation of skin window ",NULL
"13345","Repair of oval window ",NULL
"13346","Fixation of bone fragment using Kirschner wire ",NULL
"13347","Removal of orthopedic wires ",NULL
"13348","Wiring of sternum ",NULL
"13349","Previous chest wall incision - removal of wires ",NULL
"13350","Extraction of wisdom tooth ",NULL
"13351","Surgical removal of third molar tooth ",NULL
"13352","Surgical removal of impacted third molar tooth ",NULL
"13353","Surgical removal of non-impacted third molar tooth ",NULL
"13354","Identification of individual values and wishes concerning care ",NULL
"13355","Witzel operation, temporary gastrostomy ",NULL
"13356","Positive end expiratory pressure withdrawn ",NULL
"13357","Assessment of substance withdrawal ",NULL
"13358","Management of withdrawal symptom ",NULL
"13359","Education for withdrawal contraception ",NULL
"13360","Manual withdrawal of penis ",NULL
"13361","Progesterone withdrawal test ",NULL
"13362","Attention to prosthesis within esophagus ",NULL
"13363","Attention to prosthesis within stomach ",NULL
"13364","Mental health functional therapies - 3-5 contacts/wk ",NULL
"13365","Resection of lesion of palate, extensive ",NULL
"13366","Wide local excision of breast lesion ",NULL
"13367","Wookey excision of esophagus with radical neck dissection ",NULL
"13368","Woven prosthetic graft to peripheral nerve ",NULL
"13369","Identifying workable intervention ",NULL
"13370","Skin fluorescence test by Wood's light ",NULL
"13371","Work assessment ",NULL
"13372","Excision of Wolffian duct ",NULL
"13373","Wolff procedure for postauricular grafting ",NULL
"13374","Well women screening ",NULL
"13375","Well woman health examination ",NULL
"13376","Referral to well woman clinic ",NULL
"13377","Well woman monitoring call ",NULL
"13378","Well woman monitoring invitation ",NULL
"13379","Well woman monitoring third letter ",NULL
"13380","Well woman monitoring second letter ",NULL
"13381","Well woman monitoring first letter ",NULL
"13382","Wood's screw maneuver ",NULL
"13383","Ultraviolet light examination of specimen ",NULL
"13384","Speech audiometry using adult wordlists ",NULL
"13385","Preparation of workmen's compensation claim for occupational/industrial disease or condition ",NULL
"13386","Word association test ",NULL
"13387","Working with the transference ",NULL
"13388","Referral by health worker ",NULL
"13389","Procedure on wound ",NULL
"13390","Wound assessment ",NULL
"13391","Wound infiltration ",NULL
"13392","Omental wrap ",NULL
"13393","Wright stain method ",NULL
"13394","Facial wrinkle removal ",NULL
"13395","Wright's obstetrical version ",NULL
"13396","Wright's obstetrical version with extraction ",NULL
"13397","Confirming patient identity by wristband ",NULL
"13398","Aneurysmorrhaphy by wrapping ",NULL
"13399","Open reduction of dislocation of wrist ",NULL
"13400","Procedure on wrist ",NULL
"13401","Wrist excision ",NULL
"13402","Type 2 tympanoplasty ",NULL
"13403","Tympanoplasty type IV with air pocket over round window ",NULL
"13404","Tympanoplasty type V with fenestra in semicircular canal ",NULL
"13405","Measurement of Wuchereria bancrofti antibody ",NULL
"13406","Xanthurenate measurement ",NULL
"13407","Examination for xanthochromia ",NULL
"13408","Xanthine measurement ",NULL
"13409","Anti factor Xa measurement ",NULL
"13410","Urine xanthine level ",NULL
"13411","Excision of xanthoma site ",NULL
"13412","Coagulation factor Xa inhibitor prophylaxis ",NULL
"13413","Factor VIII assay, Xa activation method ",NULL
"13414","Calculus xanthine content measurement ",NULL
"13415","Excision of xanthoma of tendon sheath of hand ",NULL
"13416","Xanthine decomposition agar test ",NULL
"13417","Xeromammography ",NULL
"13418","Xeroradiography ",NULL
"13419","Xenotransplant of heart ",NULL
"13420","Application of bone xenograft ",NULL
"13421","Xenograft of skin to skin of neck ",NULL
"13422","Xenograft of skin to skin of head ",NULL
"13423","Xenograft renal transplant ",NULL
"13424","Bypass transplantation with xenogeneic transplant ",NULL
"13425","Xenon ventilation study ",NULL
"13426","Xg^a^ blood group typing ",NULL
"13427","Xg^a^ blood group antibody identification ",NULL
"13428","Blood typing, RBC antigens from Xg system (ISBT 012) ",NULL
"13429","Identification of antibody to RBC antigens from Xg system (ISBT 012) ",NULL
"13430","Xiphoidectomy ",NULL
"13431","Xipamide prophylaxis ",NULL
"13432","Clotting factor XI assay ",NULL
"13433","Repair of accessory nerve (XI) ",NULL
"13434","Factor XI inhibitor assay ",NULL
